Unique_id,climate,block,treatment,field_name,species_name,individual,functional_group,wet_weight_g,wet_weight_mg,dry_weight_g,dry_weight_mg,leaf_num,Area_leaf_1,Area_leaf_2,Area_Leaf_total_mm2,Average_Leaf_Area,image,Scan,Processor,Include_2017_90_analysis?,Notes,need_to_process_scans,Notes
Arid.Control.K.6,Arid,2,Control,K,Acmispon wrangelianus,6,forb,0.04,40,0.012,12,2,94.107,84.0629,143.5077,71.75385,CCF18042017_7,CCF18042017_7.pdf,Angela,Yes,,,
Arid.Control.K.7,Arid,2,Control,K,Acmispon wrangelianus,7,forb,0.06,60,0.014,14,,NA,NA,160.5098,NA,CCF18042017_7,CCF18042017_7.pdf,Angela,Yes,,,
Arid.Control.K.8,Arid,2,Control,K,Acmispon wrangelianus,8,forb,0.05,50,0.012,12,,NA,NA,NA,NA,CCF18042017_8,CCF18042017_7.pdf,Angela,Yes,,,
Arid.Control.K.9,Arid,2,Control,K,Acmispon wrangelianus,9,forb,0.02,20,0.004,4,,NA,NA,NA,NA,CCF18042017_7,CCF18042017_7.pdf,Angela,Yes,,,
Arid.Control.K.10,Arid,2,Control,K,Acmispon wrangelianus,10,forb,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Yes,,,
Arid.Control.K.?,Arid,2,Control,K,Acmispon wrangelianus,?,forb,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCF18042017_9,CCF18042017_7.pdf,Angela,Yes,unknown number and weights,,
Arid.Control.R.1,Arid,2,Control,R,Astragalus didymocarpus,1,forb,NA,NA,0.018,18,2,207.929,102.658,310.587,155.2935,,Scan 64.pdf,Astrid,,,,
Arid.Control.R.2,Arid,2,Control,R,Astragalus didymocarpus,2,forb,NA,NA,0.012,12,2,103.749,76.936,180.685,90.3425,,Scan 64.pdf,Astrid,,,,
Arid.Control.R.3,Arid,2,Control,R,Astragalus didymocarpus,3,forb,NA,NA,0.019,19,2,129.557,172.073,301.63,150.815,,Scan 65.pdf,Astrid,,,,
Arid.Control.R.4,Arid,2,Control,R,Astragalus didymocarpus,4,forb,NA,NA,0.018,18,,NA,NA,NA,NA,,#N/A,,,Where is scan?,,
Arid.Control.R.5,Arid,2,Control,R,Astragalus didymocarpus,5,forb,NA,NA,0.012,12,,NA,NA,NA,NA,,#N/A,,,Where is scan?,,
Arid.Control.R.6,Arid,2,Control,R,Astragalus didymocarpus,6,forb,NA,NA,0.019,19,,NA,NA,NA,NA,,#N/A,,,Where is scan?,,
Arid.Control.R.7,Arid,2,Control,R,Astragalus didymocarpus,7,forb,NA,NA,NA,NA,NA,NA,NA,NA,NA,,#N/A,,,Where is scan?,,
Arid.Control.R.8,Arid,2,Control,R,Astragalus didymocarpus,8,forb,NA,NA,NA,NA,NA,NA,NA,NA,NA,,#N/A,,,Where is scan?,,
Arid.Control.R.9,Arid,2,Control,R,Astragalus didymocarpus,9,forb,NA,NA,NA,NA,NA,NA,NA,NA,NA,,#N/A,,,Where is scan?,,
Arid.Control.R.10,Arid,2,Control,R,Astragalus didymocarpus,10,forb,NA,NA,NA,NA,NA,NA,NA,NA,NA,,#N/A,,,Where is scan?,,
Arid.Control.C.1,Arid,2,Control,C,Bromus diandrus,1,grass,0.32,320,0.082,82,2,645.793,508.085,1153.878,576.939,Scan 51 or Scan 4,Scan 4.pdf,Astrid,Yes,duplicate?,,
Arid.Control.C.1,Arid,2,Control,C,Bromus diandrus,1,grass,0.32,320,NA,NA,2,1811.6,NA,1811.6,905.8,,Scan 4.pdf,Maggie,Yes,duplicate?,,
Arid.Control.C.2,Arid,2,Control,C,Bromus diandrus,2,grass,0.17,170,0.039,39,2,523.112,483.236,1006.348,503.174,Scan 4,Scan 4.pdf,Maggie,Yes,,,
Arid.Control.C.3,Arid,2,Control,C,Bromus diandrus,3,grass,0.12,120,0.026,26,2,428.39,340.02,768.41,384.205,Scan 4,Scan 4.pdf,Maggie,Yes,,,
Arid.Control.C.4,Arid,2,Control,C,Bromus diandrus,4,grass,0.22,220,0.06,60,2,657.507,673.85,1331.357,665.6785,Scan 3,Scan 3.pdf,Maggie,Yes,,,
Arid.Control.C.5,Arid,2,Control,C,Bromus diandrus,5,grass,0.14,140,0.033,33,2,415.451,437.693,853.144,426.572,Scan 3,Scan 3.pdf,Maggie,Yes,,,
Arid.Control.C.6,Arid,2,Control,C,Bromus diandrus,6,grass,0.23,230,0.055,55,2,652.541,653.501,1306.042,653.021,Scan 3,Scan 3.pdf,Maggie,Yes,,,
Arid.Control.C.7,Arid,2,Control,C,Bromus diandrus,7,grass,0.11,110,0.029,29,2,338.802,379.351,718.153,359.0765,Scan 3,CCF17042017_23.pdf,Maggie,Yes,,,
Arid.Control.C.8,Arid,2,Control,C,Bromus diandrus,8,grass,0.14,140,0.034,34,,NA,NA,NA,NA,Scan 2,CCF17042017_23.pdf,tbd,Yes,,,
Arid.Control.C.9,Arid,2,Control,C,Bromus diandrus,9,grass,0.09,90,0.022,22,,NA,NA,NA,NA,Scan 2,Scan 2.pdf,Jagger,Yes,,,
Arid.Control.C.10,Arid,2,Control,C,Bromus diandrus,10,grass,0.16,160,0.05,50,,NA,NA,NA,NA,Scan 2,Scan 2.pdf,Jagger,Yes,,,
Arid.Control.A.1,Arid,2,Control,A,Bromus hordeaceus,1,grass,0.11,110,0.025,25,2,NA,NA,NA,NA,Scan,Scan.pdf,tbd,,,,
Arid.Control.J.1,Arid,2,Control,J,Bromus hordeaceus,1,grass,0.0093,9.3,0.001,1,,26.269,63.814,90.083,NA,,Scan 32.pdf,Maggie,,,,
Arid.Control.A.2,Arid,2,Control,A,Bromus hordeaceus,2,grass,0.1,100,0.025,25,2,NA,NA,NA,NA,CCF17042017_22,CCF17042017_22.pdf,tbd,,,,
Arid.Control.J.2,Arid,2,Control,J,Bromus hordeaceus,2,grass,0.0174,17.4,0.005,5,,40.916,102.982,143.898,NA,,Scan 32.pdf,Maggie,,,,
Arid.Control.A.3,Arid,2,Control,A,Bromus hordeaceus,3,grass,0.16,160,0.038,38,2,NA,NA,NA,NA,CCF17042017_22,CCF17042017_22.pdf,tbd,,,,
Arid.Control.J.3,Arid,2,Control,J,Bromus hordeaceus,3,grass,0.0168,16.8,0.003,3,,111.183,44.413,155.596,NA,,Scan 32.pdf,Maggie,,,,
Arid.Control.A.4,Arid,2,Control,A,Bromus hordeaceus,4,grass,0.16,160,0.039,39,2,NA,NA,NA,NA,,Scan 45.pdf,,,,,
Arid.Control.J.4,Arid,2,Control,J,Bromus hordeaceus,4,grass,0.0133,13.3,0.005,5,,NA,NA,NA,NA,Scan 31,Scan 31.pdf,Jagger,,,,
Arid.Control.A.5,Arid,2,Control,A,Bromus hordeaceus,5,grass,0.15,150,0.039,39,2,NA,NA,NA,NA,,Scan 45.pdf,,,,,
Arid.Control.J.5,Arid,2,Control,J,Bromus hordeaceus,5,grass,0.0175,17.5,0.003,3,,NA,NA,NA,NA,Scan 31,Scan 31.pdf,Jagger,,,,
Arid.Control.A.6,Arid,2,Control,A,Bromus hordeaceus,6,grass,0.18,180,0.044,44,2,NA,NA,NA,NA,,Scan 45.pdf,,,,,
Arid.Control.J.6,Arid,2,Control,J,Bromus hordeaceus,6,grass,0.0155,15.5,0.004,4,,NA,NA,NA,NA,Scan 31,Scan 31.pdf,Jagger,,,,
Arid.Control.A.7,Arid,2,Control,A,Bromus hordeaceus,7,grass,0.23,230,0.056,56,2,NA,NA,NA,NA,Scan 13,Scan 13.pdf,Jagger,,,,
Arid.Control.J.7,Arid,2,Control,J,Bromus hordeaceus,7,grass,0.0095,9.5,0.001,1,,NA,NA,NA,NA,Scan 31,Scan 31.pdf,Jagger,,,,
Arid.Control.A.8,Arid,2,Control,A,Bromus hordeaceus,8,grass,0.09,90,0.019,19,2,NA,NA,NA,NA,Scan 13,Scan 13.pdf,Jagger,,,,
Arid.Control.J.8,Arid,2,Control,J,Bromus hordeaceus,8,grass,0.0131,13.1,0.002,2,,NA,NA,NA,NA,Scan 34,Scan 34.pdf,Jagger,,,,
Arid.Control.A.9,Arid,2,Control,A,Bromus hordeaceus,9,grass,0.1,100,0.019,19,2,NA,NA,NA,NA,Scan 10,Scan 10.pdf,Jagger,,,,
Arid.Control.J.9,Arid,2,Control,J,Bromus hordeaceus,9,grass,0.0107,10.7,0.004,4,,NA,NA,NA,NA,Scan 35,Scan 35.pdf,Jagger,,,,
Arid.Control.J.10,Arid,2,Control,J,Bromus hordeaceus,10,grass,0.0116,11.6,0.001,1,,NA,NA,NA,NA,Scan 35,Scan 35.pdf,Jagger,,,,
Arid.Control.A.10,Arid,2,Control,A,Bromus hordeaceus,10,grass,0.08,80,0.018,18,2,319.219,397.155,716.374,358.187,,Scan 9.pdf,Astrid,,,,
Arid.Control.L.1,Arid,2,Control,L,Bromus madritensis ssp. Ruben,1,grass,0.08,80,0.019,19,2,235.997,155.933,391.93,195.965,Scan 7,Scan 7.pdf,Maggie,,,,
Arid.Control.L.2,Arid,2,Control,L,Bromus madritensis ssp. Ruben,2,grass,0.04,40,0.01,10,2,NA,NA,NA,NA,,Scan 6.pdf,tbd,,,,
Arid.Control.L.3,Arid,2,Control,L,Bromus madritensis ssp. Ruben,3,grass,0.065,65,0.016,16,2,NA,NA,NA,NA,,Scan 6.pdf,tbd,,,,
Arid.Control.L.4,Arid,2,Control,L,Bromus madritensis ssp. Ruben,4,grass,0.06,60,0.015,15,2,NA,NA,NA,NA,,Scan 6.pdf,tbd,,,,
Arid.Control.L.5,Arid,2,Control,L,Bromus madritensis ssp. Ruben,5,grass,0.065,65,0.015,15,2,NA,NA,NA,NA,,Scan 6.pdf,tbd,,,,
Arid.Control.L.6,Arid,2,Control,L,Bromus madritensis ssp. Ruben,6,grass,0.05,50,0.008,8,2,114.895,115.9,230.795,115.3975,,Scan 5.pdf,Maggie,,,,
Arid.Control.L.7,Arid,2,Control,L,Bromus madritensis ssp. Ruben,7,grass,0.045,45,0.009,9,2,138.3,98.136,236.436,118.218,,Scan 5.pdf,Maggie,,,,
Arid.Control.L.8,Arid,2,Control,L,Bromus madritensis ssp. Ruben,8,grass,0.055,55,0.01,10,2,146.914,146.843,293.757,146.8785,,Scan 5.pdf,Maggie,,,,
Arid.Control.L.9,Arid,2,Control,L,Bromus madritensis ssp. Ruben,9,grass,0.02,20,0.003,3,1,103.651,NA,103.651,103.651,,Scan 5.pdf,Maggie,,,,
Arid.Control.L.10,Arid,2,Control,L,Bromus madritensis ssp. Ruben,10,grass,0.02,20,0.006,6,1,142.259,NA,142.259,142.259,,Scan 4.pdf,Maggie,,,,
Arid.Control.H.1,Arid,2,Control,H,Calandrinia menziesii,1,forb,0.117,117,0.002,2,2,13.722,13.579,27.301,13.6505,,Scan 65.pdf,Astrid,,,,
Arid.Control.H.2,Arid,2,Control,H,Calandrinia menziesii,2,forb,0.008,8,0.002,2,2,15.517,8.074,23.591,11.7955,,Scan 72.pdf,Astrid,,,,
Arid.Control.H.3,Arid,2,Control,H,Calandrinia menziesii,3,forb,0.0082,8.2,0.001,1,2,10.622,16.519,27.141,13.5705,,Scan 72.pdf,Astrid,,,,
Arid.Control.H.4,Arid,2,Control,H,Calandrinia menziesii,4,forb,0.0255,25.5,0.002,2,2,20.384,24.908,45.292,22.646,,Scan 72.pdf,Astrid,,,,
Arid.Control.H.5,Arid,2,Control,H,Calandrinia menziesii,5,forb,0.0234,23.4,0.003,3,2,16.507,20.928,37.435,18.7175,,Scan 64.pdf,Astrid,,,,
Arid.Control.H.6,Arid,2,Control,H,Calandrinia menziesii,6,forb,0.0172,17.2,0.002,2,2,21.502,13.205,34.707,17.3535,,Scan 64.pdf,Astrid,,,,
Arid.Control.H.7,Arid,2,Control,H,Calandrinia menziesii,7,forb,0.0119,11.9,0.002,2,2,17.827,17.655,35.482,17.741,,Scan 64.pdf,Astrid,,,,
Arid.Control.H.8,Arid,2,Control,H,Calandrinia menziesii,8,forb,0.0101,10.1,0.003,3,2,9.531,17.914,27.445,13.7225,,Scan 64.pdf,Astrid,,,,
Arid.Control.unkA.1,Arid,2,Control,unkA,Cerastium glomeratum,1,forb,0.011,11,0.003,3,1,31.263,NA,31.263,31.263,Scan 65,Scan 65.pdf,Astrid,Yes,,,
Arid.Control.unkA.2,Arid,2,Control,unkA,Cerastium glomeratum,2,forb,0.0174,17.4,0.003,3,2,25.377,28.363,53.74,26.87,,Scan 65.pdf,Astrid,Yes,,,
Arid.Control.unkA.3,Arid,2,Control,unkA,Cerastium glomeratum,3,forb,0.0066,6.6,0.002,2,1,18.516,NA,18.516,18.516,Scan 65,Scan 65.pdf,Astrid,Yes,,,
Arid.Control.unkA.4,Arid,2,Control,unkA,Cerastium glomeratum,4,forb,0.01,10,0.0001,0.1,2,19.607,18.631,38.238,19.119,Scan 65,Scan 65.pdf,Astrid,Yes,Dry weight too small,,
Arid.Control.unkA.5,Arid,2,Control,unkA,Cerastium glomeratum,5,forb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,,
Arid.Control.unkA.6,Arid,2,Control,unkA,Cerastium glomeratum,6,forb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,,
Arid.Control.unkA.7,Arid,2,Control,unkA,Cerastium glomeratum,7,forb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,,
Arid.Control.unkA.8,Arid,2,Control,unkA,Cerastium glomeratum,8,forb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,,
Arid.Control.unkA.9,Arid,2,Control,unkA,Cerastium glomeratum,9,forb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,,
Arid.Control.unkA.10,Arid,2,Control,unkA,Cerastium glomeratum,10,forb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,,
Arid.Control.fuzzy carrot.1,Arid,2,Control,fuzzy carrot,Daucus Pusillus,1,forb,0.087,87,0.024,24,2,NA,NA,NA,NA,CCF17042017_14,CCF17042017_14.pdf,Angela,,image needs editing,,
Arid.Control.fuzzy carrot.2,Arid,2,Control,fuzzy carrot,Daucus Pusillus,2,forb,0.173,173,0.04,40,2,NA,NA,NA,NA,CCF17042017_14,CCF17042017_14.pdf,Angela,,image needs editing,,
Arid.Control.fuzzy carrot.3,Arid,2,Control,fuzzy carrot,Daucus Pusillus,3,forb,0.16,160,0.035,35,2,NA,NA,NA,NA,CCF17042017_15.pdf,CCF17042017_15.pdf,Angela,,,,
Arid.Control.fuzzy carrot.4,Arid,2,Control,fuzzy carrot,Daucus Pusillus,4,forb,0.053,53,0.014,14,,NA,NA,NA,NA,CCF17042017_16,CCF17042017_16.pdf,Angela,,image needs editing,,
Arid.Control.fuzzy carrot.5,Arid,2,Control,fuzzy carrot,Daucus Pusillus,5,forb,0.115,115,0.034,34,2,NA,NA,NA,NA,CCF17042017_15.pdf,CCF17042017_15.pdf,Angela,,,,
Arid.Control.fuzzy carrot.6,Arid,2,Control,fuzzy carrot,Daucus Pusillus,6,forb,0.045,45,0.013,13,,NA,NA,NA,NA,CCF17042017_16,CCF17042017_16.pdf,Angela,,image needs editing,,
Arid.Control.fuzzy carrot.7,Arid,2,Control,fuzzy carrot,Daucus Pusillus,7,forb,0.072,72,0.018,18,,NA,NA,NA,NA,CCF17042017_16,CCF17042017_16.pdf,Angela,,image needs editing,,
Arid.Control.fuzzy carrot.8,Arid,2,Control,fuzzy carrot,Daucus Pusillus,8,forb,0.072,72,0.024,24,1,NA,NA,NA,NA,CCF17042017_17,CCF17042017_17.pdf,Angela,,image needs editing,,
Arid.Control.fuzzy carrot.9,Arid,2,Control,fuzzy carrot,Daucus Pusillus,9,forb,0.052,52,0.014,14,,NA,NA,NA,NA,CCF17042017_16,CCF17042017_16.pdf,Angela,,image needs editing,,
Arid.Control.fuzzy carrot.10,Arid,2,Control,fuzzy carrot,Daucus Pusillus,10,forb,0.041,41,0.012,12,,NA,NA,NA,NA,CCF17042017_17,CCF17042017_17.pdf,Angela,,image needs editing,,
Arid.Control.N.1,Arid,2,Control,N,Erodium sp.,1,forb,0.092,92,0.024,24,2,NA,NA,NA,NA,CCF17042017_12 or CCF18042017,CCF17042017_12.pdf,Angela,Yes,Multiple scans/envelopes?,,Erodium cicutarium
Arid.Control.N.2,Arid,2,Control,N,Erodium sp.,2,forb,0.136,136,0.03,30,2,NA,NA,NA,NA,CCF17042017_12 or CCF18042017,CCF17042017_12.pdf,Angela,Yes,Multiple scans/envelopes?,,Erodium cicutarium
Arid.Control.N.3,Arid,2,Control,N,Erodium sp.,3,forb,0.036,36,0.011,11,2,NA,NA,NA,NA,CCF17042017_11 or CCF18042017,CCF17042017_11.pdf,Angela,Yes,Multiple scans/envelopes?,,Erodium cicutarium
Arid.Control.N.4,Arid,2,Control,N,Erodium sp.,4,forb,0.0607,60.7,0.023,23,2,NA,NA,NA,NA,CCF17042017_11,CCF17042017_11.pdf,Angela,Yes,,,Erodium cicutarium
Arid.Control.N.5,Arid,2,Control,N,Erodium sp.,5,forb,0.0355,35.5,0.018,18,2,NA,NA,NA,NA,CCF17042017_11,CCF17042017_11.pdf,Angela,Yes,,,Erodium cicutarium
Arid.Control.N.5,Arid,2,Control,N,Erodium sp.,5,forb,0.0296,29.6,0.012,12,2,NA,NA,NA,NA,CCF17042017_11,CCF17042017_11.pdf,Angela,Yes,,,Erodium cicutarium
Arid.Control.N.7,Arid,2,Control,N,Erodium sp.,7,forb,0.0287,28.7,0.03,30,1,NA,NA,NA,NA,CCF17042017_11,CCF17042017_11.pdf,Angela,Yes,,,Erodium cicutarium
Arid.Control.N.8,Arid,2,Control,N,Erodium sp.,8,forb,0.0159,15.9,0.015,15,2,NA,NA,NA,NA,CCF17042017_11,CCF17042017_11.pdf,Angela,Yes,,,Erodium cicutarium
Arid.Control.N.9,Arid,2,Control,N,Erodium sp.,9,forb,0.0169,16.9,0.008,8,2,19.452,21.468,40.92,20.46,,CCF17042017_10.pdf,Erin,Yes,,,Erodium cicutarium
Arid.Control.N.10,Arid,2,Control,N,Erodium sp.,10,forb,0.034,34,0.004,4,2,22.634,23.053,45.687,22.8435,,CCF17042017_10.pdf,Erin,Yes,,,Erodium cicutarium
Arid.Control.blue stamen.1,Arid,2,Control,blue stamen,Gilia tricolor,1,forb,0.031,31,0.007,7,2,NA,NA,NA,NA,CCF17042017_17,CCF17042017_17.pdf,tbd,,image needs editing,Y,
Arid.Control.blue stamen.2,Arid,2,Control,blue stamen,Gilia tricolor,2,forb,0.039,39,0.011,11,2,NA,NA,NA,NA,CCF17042017_15,CCF17042017_15.pdf,tbd,,,Y,
Arid.Control.blue stamen.3,Arid,2,Control,blue stamen,Gilia tricolor,3,forb,0.019,19,0.005,5,2,NA,NA,NA,NA,CCF17042017_16,CCF17042017_16.pdf,tbd,,image needs editing,Y,
Arid.Control.blue stamen.4,Arid,2,Control,blue stamen,Gilia tricolor,4,forb,0.0047,4.7,0.001,1,2,NA,NA,NA,NA,CCF17042017_16,CCF17042017_16.pdf,tbd,,image needs editing,Y,
Arid.Control.blue stamen.5,Arid,2,Control,blue stamen,Gilia tricolor,5,forb,0.006,6,0.002,2,2,NA,NA,NA,NA,CCF17042017_17,CCF17042017_17.pdf,tbd,,image needs editing,Y,
Arid.Control.blue stamen.6,Arid,2,Control,blue stamen,Gilia tricolor,6,forb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,,,,
Arid.Control.blue stamen.7,Arid,2,Control,blue stamen,Gilia tricolor,7,forb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,,,,
Arid.Control.blue stamen.8,Arid,2,Control,blue stamen,Gilia tricolor,8,forb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,,,,
Arid.Control.blue stamen.9,Arid,2,Control,blue stamen,Gilia tricolor,9,forb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,,,,
Arid.Control.blue stamen.10,Arid,2,Control,blue stamen,Gilia tricolor,10,forb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,,,,
Arid.Control.I.1,Arid,2,Control,I,Hordeum murinum,1,grass,0.075,75,0.017,17,,NA,NA,NA,NA,Scan 29,Scan 29.pdf,Jagger,,,,
Arid.Control.I.2,Arid,2,Control,I,Hordeum murinum,2,grass,0.085,85,0.018,18,,NA,NA,NA,NA,Scan 29,Scan 29.pdf,Jagger,,,,
Arid.Control.I.3,Arid,2,Control,I,Hordeum murinum,3,grass,0.06,60,0.016,16,,NA,NA,NA,NA,Scan 29,Scan 29.pdf,Jagger,,,,
Arid.Control.I.4,Arid,2,Control,I,Hordeum murinum,4,grass,0.04,40,0.012,12,,NA,NA,NA,NA,Scan 29,Scan 29.pdf,Jagger,,,,
Arid.Control.I.5,Arid,2,Control,I,Hordeum murinum,5,grass,0.075,75,0.02,20,2,394.246,189.123,583.369,291.6845,Scan 30,Scan 30.pdf,Maggie,,,,
Arid.Control.I.6,Arid,2,Control,I,Hordeum murinum,6,grass,0.075,75,0.015,15,2,311.712,173.452,485.164,242.582,Scan 30,Scan 30.pdf,Maggie,,,,
Arid.Control.I.7,Arid,2,Control,I,Hordeum murinum,7,grass,0.015,15,0.005,5,1,109.709,NA,109.709,109.709,Scan 30,Scan 30.pdf,Maggie,,,,
Arid.Control.I.8,Arid,2,Control,I,Hordeum murinum,8,grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,,,,
Arid.Control.I.9,Arid,2,Control,I,Hordeum murinum,9,grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,,,,
Arid.Control.I.10,Arid,2,Control,I,Hordeum murinum,10,grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,,,,
Arid.Control.7.1,Arid,2,Control,7,Hypochaeris glabra,1,forb,0.29,290,0.037,37,2,NA,NA,NA,NA,?,#N/A,,,Where is scan?,,
Arid.Control.7.2,Arid,2,Control,7,Hypochaeris glabra,2,forb,0.26,260,0.027,27,2,51.423,50.669,102.092,51.046, ,Scan 28.pdf,Erin,,,,
Arid.Control.7.3,Arid,2,Control,7,Hypochaeris glabra,3,forb,0.28,280,0.038,38,2,45.723,48.632,94.355,47.1775,Scan 28,Scan 28.pdf,Erin,,,,
Arid.Control.7.4,Arid,2,Control,7,Hypochaeris glabra,4,forb,0.21,210,0.025,25,2,48.902,39.561,88.463,44.2315,Scan 28,Scan 28.pdf,Erin,,,,
Arid.Control.7.5,Arid,2,Control,7,Hypochaeris glabra,5,forb,0.16,160,0.022,22,2,36.734,34.864,71.598,35.799,Scan 28,Scan 28.pdf,Erin,,,,
Arid.Control.7.6,Arid,2,Control,7,Hypochaeris glabra,6,forb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,,,,
Arid.Control.7.7,Arid,2,Control,7,Hypochaeris glabra,7,forb,NA,NA,NA,NA,NA,NA,NA,NA,NA,,#N/A,NA,,,,
Arid.Control.7.8,Arid,2,Control,7,Hypochaeris glabra,8,forb,NA,NA,NA,NA,NA,NA,NA,NA,NA,,#N/A,NA,,,,
Arid.Control.7.9,Arid,2,Control,7,Hypochaeris glabra,9,forb,NA,NA,NA,NA,NA,NA,NA,NA,NA,,#N/A,NA,,,,
Arid.Control.7.10,Arid,2,Control,7,Hypochaeris glabra,10,forb,NA,NA,NA,NA,NA,NA,NA,NA,NA,,#N/A,NA,,,,
Arid.Control.lupin.1,Arid,2,Control,lupin,lupinus bicolor?,1,forb,0.098,98,0.019,19,,NA,NA,NA,NA,CCF17042017_20.pdf,CCF17042017_20.pdf,tbd,,,,
Arid.Control.lupin.2,Arid,2,Control,lupin,lupinus bicolor?,2,forb,0.132,132,0.024,24,,NA,NA,NA,NA,CCF17042017_20.pdf,CCF17042017_20.pdf,tbd,,,,
Arid.Control.lupin.3,Arid,2,Control,lupin,lupinus bicolor?,3,forb,0.115,115,0.024,24,,NA,NA,NA,NA,CCF17042017_20.pdf,CCF17042017_20.pdf,tbd,,,,
Arid.Control.lupin.4,Arid,2,Control,lupin,lupinus bicolor?,4,forb,0.156,156,0.028,28,,NA,NA,NA,NA,CCF17042017_19,CCF17042017_19.pdf,tbd,,,,
Arid.Control.lupin.5,Arid,2,Control,lupin,lupinus bicolor?,5,forb,0.053,53,0.008,8,,NA,NA,NA,NA,CCF17042017_19,CCF17042017_19.pdf,tbd,,,,
Arid.Control.lupin.6,Arid,2,Control,lupin,lupinus bicolor?,6,forb,0.108,108,0.016,16,,NA,NA,NA,NA,CCF17042017_19,CCF17042017_19.pdf,tbd,,,,
Arid.Control.lupin.7,Arid,2,Control,lupin,lupinus bicolor?,7,forb,0.109,109,0.017,17,,NA,NA,NA,NA,CCF17042017_19,CCF17042017_19.pdf,tbd,,,,
Arid.Control.lupin.8,Arid,2,Control,lupin,lupinus bicolor?,8,forb,0.112,112,0.019,19,,NA,NA,NA,NA,CCF17042017_19,CCF17042017_19.pdf,tbd,,,,
Arid.Control.lupin.9,Arid,2,Control,lupin,lupinus bicolor?,9,forb,0.082,82,0.014,14,,NA,NA,NA,NA,CCF17042017_19,CCF17042017_19.pdf,tbd,,,,
Arid.Control.lupin.10,Arid,2,Control,lupin,lupinus bicolor?,10,forb,0.082,82,0.01,10,2,NA,NA,NA,NA,CCF17042017_17,CCF17042017_17.pdf,tbd,,image needs editing,,
Arid.Control.G.1,Arid,2,Control,G,Medicago polymorpha,1,forb,0.0862,86.2,0.025,25,2,65.834,62.568,128.402,64.201,,CCF18042017_4.pdf,Erin,,,,
Arid.Control.G.2,Arid,2,Control,G,Medicago polymorpha,2,forb,0.0328,32.8,0.009,9,,NA,NA,NA,NA,,CCF18042017_4.pdf,,,,,
Arid.Control.G.3,Arid,2,Control,G,Medicago polymorpha,3,forb,0.0459,45.9,0.01,10,,NA,NA,NA,NA,,Scan 52.pdf,,,,,
Arid.Control.G.4,Arid,2,Control,G,Medicago polymorpha,4,forb,0.0903,90.3,0.021,21,,NA,NA,NA,NA,,Scan 52.pdf,,,,,
Arid.Control.G.5,Arid,2,Control,G,Medicago polymorpha,5,forb,0.0279,27.9,0.007,7,,NA,NA,NA,NA,,Scan 52.pdf,,,,,
Arid.Control.G.6,Arid,2,Control,G,Medicago polymorpha,6,forb,0.0427,42.7,0.012,12,2,171.639,107.121,278.76,139.38,,Scan 52.pdf,Astrid,,,,
Arid.Control.G.7,Arid,2,Control,G,Medicago polymorpha,7,forb,0.0458,45.8,0.011,11,2,139.801,149.906,289.707,144.8535,,Scan 52.pdf,Astrid,,,,
Arid.Control.G.8,Arid,2,Control,G,Medicago polymorpha,8,forb,0.0506,50.6,0.01,10,2,135.738,187.48,323.218,161.609,,Scan 52.pdf,Astrid,,,,
Arid.Control.G.9,Arid,2,Control,G,Medicago polymorpha,9,forb,0.0358,35.8,0.007,7,2,76.521,67.082,143.603,71.8015,,Scan 53.pdf,Erin,,,,
Arid.Control.G.10,Arid,2,Control,G,Medicago polymorpha,10,forb,0.0527,52.7,0.012,12,2,80.943,75.235,156.178,78.089,,Scan 53.pdf,Erin,,,,
Arid.Control.popcorn.1,Arid,2,Control,popcorn,Plagiobothrys nothofulvus,1,forb,0.0025,2.5,0.001,1,2,22.055,3.604,25.659,12.8295,,CCF17042017_21.pdf,Astrid,Yes,,,
Arid.Control.popcorn.2,Arid,2,Control,popcorn,Plagiobothrys nothofulvus,2,forb,0.004,4,0.002,2,2,7.057,7.046,14.103,7.0515,,CCF17042017_21.pdf,Astrid,Yes,,,
