PRISM Time Series Data
Locations: 27
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 800m
Monthly 1981-2010 Normals
Dataset: Norm81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2021-May-10
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
M_ G_Open,-118.5830,34.9720,1632.0,November,41.42,3.7,8.7,13.8,-3.4,2.73,11.63
M_ G_Open,-118.5830,34.9720,1632.0,December,85.65,0.8,5.3,9.8,-5.8,2.04,8.37
M_ G_Open,-118.5830,34.9720,1632.0,Annual,469.81,6.7,12.6,18.6,-0.2,4.31,18.13

M_ G_Partial,-118.5833,34.9710,1650.0,January,107.13,0.5,5.2,9.9,-4.9,2.09,8.02
M_ G_Partial,-118.5833,34.9710,1650.0,February,91.54,-0.0,4.8,9.7,-3.6,1.52,7.41
M_ G_Partial,-118.5833,34.9710,1650.0,March,69.05,2.2,7.0,11.7,-1.8,2.14,9.27
M_ G_Partial,-118.5833,34.9710,1650.0,April,30.49,3.5,9.4,15.3,-0.2,2.45,12.67
M_ G_Partial,-118.5833,34.9710,1650.0,May,13.13,7.3,14.1,20.9,2.2,3.65,18.27
M_ G_Partial,-118.5833,34.9710,1650.0,June,3.60,11.1,18.5,25.8,3.9,5.90,26.29
M_ G_Partial,-118.5833,34.9710,1650.0,July,2.94,15.3,22.5,29.7,5.4,8.81,32.80
M_ G_Partial,-118.5833,34.9710,1650.0,August,4.44,14.3,21.7,29.2,3.4,8.71,33.13
M_ G_Partial,-118.5833,34.9710,1650.0,September,5.14,12.0,19.0,25.9,1.7,6.81,28.00
M_ G_Partial,-118.5833,34.9710,1650.0,October,16.42,7.6,13.9,20.2,-0.7,4.38,19.46
M_ G_Partial,-118.5833,34.9710,1650.0,November,41.42,3.5,8.6,13.6,-3.5,2.68,11.51
M_ G_Partial,-118.5833,34.9710,1650.0,December,85.88,0.6,5.2,9.7,-5.9,1.99,8.26
M_ G_Partial,-118.5833,34.9710,1650.0,Annual,471.19,6.5,12.5,18.5,-0.3,4.26,17.93

M_ G_Total,-118.5822,34.9709,1653.0,January,107.04,0.5,5.2,9.9,-4.9,2.10,8.01
M_ G_Total,-118.5822,34.9709,1653.0,February,91.74,-0.0,4.8,9.7,-3.6,1.51,7.40
M_ G_Total,-118.5822,34.9709,1653.0,March,68.98,2.2,7.0,11.7,-1.9,2.14,9.27
M_ G_Total,-118.5822,34.9709,1653.0,April,30.40,3.5,9.4,15.3,-0.2,2.45,12.67
M_ G_Total,-118.5822,34.9709,1653.0,May,13.10,7.3,14.1,20.9,2.1,3.65,18.24
M_ G_Total,-118.5822,34.9709,1653.0,June,3.59,11.1,18.4,25.8,3.9,5.89,26.25
M_ G_Total,-118.5822,34.9709,1653.0,July,2.94,15.2,22.5,29.7,5.4,8.81,32.75
M_ G_Total,-118.5822,34.9709,1653.0,August,4.43,14.3,21.7,29.2,3.4,8.74,33.10
M_ G_Total,-118.5822,34.9709,1653.0,September,5.15,12.0,18.9,25.8,1.7,6.81,27.97
M_ G_Total,-118.5822,34.9709,1653.0,October,16.45,7.6,13.9,20.1,-0.7,4.37,19.44
M_ G_Total,-118.5822,34.9709,1653.0,November,41.35,3.5,8.6,13.6,-3.5,2.67,11.50
M_ G_Total,-118.5822,34.9709,1653.0,December,85.81,0.6,5.2,9.7,-5.9,1.99,8.25
M_ G_Total,-118.5822,34.9709,1653.0,Annual,470.96,6.5,12.5,18.5,-0.3,4.26,17.90

M_ H_Open,-118.5858,34.9731,1630.0,January,108.31,0.7,5.4,10.1,-4.8,2.05,8.13
M_ H_Open,-118.5858,34.9731,1630.0,February,89.64,0.1,5.0,9.8,-3.5,1.54,7.47
M_ H_Open,-118.5858,34.9731,1630.0,March,69.50,2.4,7.1,11.8,-1.8,2.19,9.35
M_ H_Open,-118.5858,34.9731,1630.0,April,31.31,3.7,9.5,15.4,-0.0,2.51,12.79
M_ H_Open,-118.5858,34.9731,1630.0,May,13.48,7.4,14.3,21.1,2.2,3.75,18.49
M_ H_Open,-118.5858,34.9731,1630.0,June,3.71,11.3,18.6,25.9,4.0,5.98,26.63
M_ H_Open,-118.5858,34.9731,1630.0,July,3.02,15.4,22.7,29.9,5.5,8.74,33.25
M_ H_Open,-118.5858,34.9731,1630.0,August,4.57,14.4,21.9,29.3,3.5,8.54,33.49
M_ H_Open,-118.5858,34.9731,1630.0,September,5.15,12.2,19.1,26.0,1.8,6.90,28.31
M_ H_Open,-118.5858,34.9731,1630.0,October,16.02,7.7,14.0,20.3,-0.6,4.47,19.66
M_ H_Open,-118.5858,34.9731,1630.0,November,42.37,3.6,8.7,13.8,-3.4,2.73,11.62
M_ H_Open,-118.5858,34.9731,1630.0,December,87.16,0.8,5.3,9.8,-5.8,2.03,8.36
M_ H_Open,-118.5858,34.9731,1630.0,Annual,474.25,6.6,12.6,18.6,-0.2,4.28,18.13

M_ H_Partial,-118.5865,34.9723,1642.0,January,108.73,0.5,5.2,10.0,-4.8,2.05,8.06
M_ H_Partial,-118.5865,34.9723,1642.0,February,90.08,-0.0,4.8,9.7,-3.6,1.51,7.40
M_ H_Partial,-118.5865,34.9723,1642.0,March,70.03,2.2,7.0,11.7,-1.8,2.16,9.27
M_ H_Partial,-118.5865,34.9723,1642.0,April,31.32,3.5,9.4,15.3,-0.1,2.47,12.70
M_ H_Partial,-118.5865,34.9723,1642.0,May,13.48,7.3,14.2,21.0,2.2,3.70,18.34
M_ H_Partial,-118.5865,34.9723,1642.0,June,3.72,11.2,18.5,25.8,3.9,5.88,26.40
M_ H_Partial,-118.5865,34.9723,1642.0,July,3.04,15.3,22.5,29.8,5.4,8.72,32.97
M_ H_Partial,-118.5865,34.9723,1642.0,August,4.58,14.3,21.7,29.2,3.4,8.51,33.20
M_ H_Partial,-118.5865,34.9723,1642.0,September,5.17,12.0,19.0,25.9,1.7,6.80,28.06
M_ H_Partial,-118.5865,34.9723,1642.0,October,16.08,7.6,13.9,20.2,-0.7,4.40,19.50
M_ H_Partial,-118.5865,34.9723,1642.0,November,42.71,3.5,8.6,13.7,-3.5,2.69,11.53
M_ H_Partial,-118.5865,34.9723,1642.0,December,87.87,0.7,5.2,9.7,-5.9,1.99,8.28
M_ H_Partial,-118.5865,34.9723,1642.0,Annual,476.81,6.5,12.5,18.5,-0.3,4.24,17.98

M_ H_Total,-118.5855,34.9720,1641.0,January,108.51,0.5,5.2,10.0,-4.8,2.05,8.06
M_ H_Total,-118.5855,34.9720,1641.0,February,90.17,-0.0,4.8,9.7,-3.6,1.51,7.41
M_ H_Total,-118.5855,34.9720,1641.0,March,69.91,2.2,7.0,11.7,-1.8,2.16,9.28
M_ H_Total,-118.5855,34.9720,1641.0,April,31.22,3.5,9.4,15.3,-0.1,2.47,12.70
M_ H_Total,-118.5855,34.9720,1641.0,May,13.44,7.3,14.2,21.0,2.2,3.70,18.36
M_ H_Total,-118.5855,34.9720,1641.0,June,3.71,11.2,18.5,25.8,3.9,5.89,26.42
M_ H_Total,-118.5855,34.9720,1641.0,July,3.03,15.3,22.5,29.8,5.4,8.75,33.00
M_ H_Total,-118.5855,34.9720,1641.0,August,4.56,14.3,21.8,29.2,3.4,8.53,33.22
M_ H_Total,-118.5855,34.9720,1641.0,September,5.16,12.0,19.0,25.9,1.7,6.81,28.09
M_ H_Total,-118.5855,34.9720,1641.0,October,16.12,7.6,13.9,20.2,-0.7,4.40,19.51
M_ H_Total,-118.5855,34.9720,1641.0,November,42.48,3.5,8.6,13.7,-3.5,2.69,11.53
M_ H_Total,-118.5855,34.9720,1641.0,December,87.48,0.7,5.2,9.7,-5.9,1.99,8.29
M_ H_Total,-118.5855,34.9720,1641.0,Annual,475.80,6.5,12.5,18.5,-0.3,4.24,17.99

M_ I_Open,-118.5915,34.9719,1654.0,January,109.91,0.4,5.1,9.9,-4.9,2.01,8.01
M_ I_Open,-118.5915,34.9719,1654.0,February,89.98,-0.1,4.7,9.6,-3.6,1.49,7.33
M_ I_Open,-118.5915,34.9719,1654.0,March,70.82,2.1,6.9,11.6,-1.9,2.15,9.20
M_ I_Open,-118.5915,34.9719,1654.0,April,31.73,3.4,9.3,15.2,-0.2,2.43,12.62
M_ I_Open,-118.5915,34.9719,1654.0,May,13.61,7.2,14.0,20.9,2.1,3.68,18.16
M_ I_Open,-118.5915,34.9719,1654.0,June,3.78,11.0,18.4,25.7,3.8,5.77,26.19
M_ I_Open,-118.5915,34.9719,1654.0,July,3.12,15.2,22.4,29.6,5.3,8.61,32.71
M_ I_Open,-118.5915,34.9719,1654.0,August,4.66,14.1,21.6,29.1,3.3,8.44,32.91
M_ I_Open,-118.5915,34.9719,1654.0,September,5.26,11.9,18.8,25.8,1.6,6.73,27.81
M_ I_Open,-118.5915,34.9719,1654.0,October,15.97,7.4,13.8,20.1,-0.8,4.34,19.33
M_ I_Open,-118.5915,34.9719,1654.0,November,43.88,3.4,8.5,13.6,-3.5,2.66,11.45
M_ I_Open,-118.5915,34.9719,1654.0,December,89.88,0.5,5.1,9.6,-5.9,1.94,8.20
M_ I_Open,-118.5915,34.9719,1654.0,Annual,482.60,6.4,12.4,18.4,-0.4,4.18,17.83

M_ I_Partial,-118.5901,34.9718,1655.0,January,109.78,0.4,5.1,9.9,-4.9,2.02,8.00
M_ I_Partial,-118.5901,34.9718,1655.0,February,90.13,-0.2,4.7,9.6,-3.6,1.48,7.33
M_ I_Partial,-118.5901,34.9718,1655.0,March,70.82,2.1,6.9,11.6,-1.9,2.14,9.20
M_ I_Partial,-118.5901,34.9718,1655.0,April,31.61,3.4,9.3,15.2,-0.2,2.43,12.61
M_ I_Partial,-118.5901,34.9718,1655.0,May,13.58,7.2,14.0,20.9,2.1,3.67,18.16
M_ I_Partial,-118.5901,34.9718,1655.0,June,3.77,11.0,18.4,25.7,3.8,5.77,26.17
M_ I_Partial,-118.5901,34.9718,1655.0,July,3.11,15.1,22.4,29.6,5.3,8.64,32.70
M_ I_Partial,-118.5901,34.9718,1655.0,August,4.64,14.1,21.6,29.1,3.3,8.45,32.89
M_ I_Partial,-118.5901,34.9718,1655.0,September,5.25,11.9,18.8,25.8,1.6,6.71,27.80
M_ I_Partial,-118.5901,34.9718,1655.0,October,16.01,7.4,13.7,20.1,-0.8,4.33,19.32
M_ I_Partial,-118.5901,34.9718,1655.0,November,43.68,3.4,8.5,13.6,-3.5,2.65,11.44
M_ I_Partial,-118.5901,34.9718,1655.0,December,89.58,0.5,5.1,9.6,-5.9,1.94,8.20
M_ I_Partial,-118.5901,34.9718,1655.0,Annual,481.95,6.4,12.4,18.4,-0.4,4.18,17.82

M_ I_Total,-118.5896,34.9726,1648.0,January,109.58,0.5,5.2,9.9,-4.9,2.01,8.04
M_ I_Total,-118.5896,34.9726,1648.0,February,89.75,-0.1,4.8,9.6,-3.6,1.50,7.36
M_ I_Total,-118.5896,34.9726,1648.0,March,70.43,2.2,6.9,11.7,-1.9,2.17,9.24
M_ I_Total,-118.5896,34.9726,1648.0,April,31.77,3.5,9.4,15.3,-0.2,2.46,12.68
M_ I_Total,-118.5896,34.9726,1648.0,May,13.60,7.3,14.1,20.9,2.1,3.71,18.24
M_ I_Total,-118.5896,34.9726,1648.0,June,3.78,11.1,18.4,25.8,3.9,5.82,26.32
M_ I_Total,-118.5896,34.9726,1648.0,July,3.11,15.2,22.5,29.7,5.4,8.61,32.86
M_ I_Total,-118.5896,34.9726,1648.0,August,4.66,14.2,21.7,29.2,3.3,8.45,33.06
M_ I_Total,-118.5896,34.9726,1648.0,September,5.25,12.0,18.9,25.8,1.7,6.79,27.94
M_ I_Total,-118.5896,34.9726,1648.0,October,15.96,7.5,13.8,20.1,-0.7,4.38,19.42
M_ I_Total,-118.5896,34.9726,1648.0,November,43.73,3.5,8.5,13.6,-3.5,2.69,11.49
M_ I_Total,-118.5896,34.9726,1648.0,December,89.53,0.6,5.1,9.7,-5.9,1.97,8.23
M_ I_Total,-118.5896,34.9726,1648.0,Annual,481.16,6.5,12.4,18.4,-0.4,4.21,17.91

